N,n_each,cont_level,time_taken,max_r_hat,mse_a_0,mse_t_0,mse_z_0,mse_v_0,beta_0_true,beta_0_mean,beta_0_sd,beta_0_cil,beta_0_cih,beta_v_0_true,beta_v_0_mean,beta_v_0_sd,beta_v_0_cil,beta_v_0_cih,sigma_y
20,50,0,140.33,1.01820710698809,0.0123389814619326,0.000768586970148533,0.135528056111687,0.0256198404779281,0,-0.23702714971227,0.590861585019946,-1.44568900575407,0.897567299029042,1,1.11020396240484,0.630106026732873,-0.0846733384194274,2.37620947612503,1
